CustomerID,Age,Gender,IncomeLevel,Occupation,GeographicLocation,AccountType,NumberOfAccounts,AverageBalance,TransactionVolume,DepositPatterns,SpendingPatterns,ChannelUsage,EngagementFrequency,ServiceUsage,RevenueContribution,CostToServe,LifetimeValue,ChurnRate,CreditScore,LoanRepaymentHistory,DebtToIncomeRatio,AgeGroup,IncomeGroup,HighValueCustomer,TransactionToBalanceRatio,DebtToIncomeCategory,ChurnRiskCategory,Cluster,PreferredChannels,ContentType
323,42,Female,48750,Retired,Central,Savings,3,22150,462,9978,939,Branch,24,No,17580,399,12853,0.5770217386102231,662,Average,0.3141841923005288,41-50,40K-60K,False,0.0208577878103837,21-40%,Medium,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
324,52,Female,111610,Self-Employed,South,Savings,3,31424,229,4329,2665,Mobile,28,No,14990,2345,36202,0.1825023826114903,331,Average,0.9190137305897428,51-60,100K-150K,False,0.0072874236252545,81-100%,Very Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
325,42,Female,37310,Self-Employed,South,Checking,2,39190,86,6016,633,Online,12,No,2620,1006,82256,0.2083947748076108,398,Good,0.3377403818964737,41-50,20K-40K,True,0.0021944373564684,21-40%,Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
326,46,Male,75398,Retired,North,Checking,4,26003,186,6050,1441,Mobile,7,No,13838,3495,47837,0.6754652369483611,844,Good,0.9309322236386078,41-50,60K-80K,False,0.0071530208052916,81-100%,High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
327,35,Male,102542,Unemployed,South,Checking,3,20472,14,9769,1721,Online,17,No,2136,3626,71808,0.8701029604427283,554,Average,0.8409024800300909,31-40,100K-150K,True,0.0006838608831574,81-100%,Very High,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
328,63,Female,95207,Student,East,Savings,1,5176,395,4420,3795,Branch,15,Yes,19833,3407,21585,0.7481756582421276,592,Average,0.8274788322215241,61-70,80K-100K,False,0.0763137557959814,81-100%,High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
329,35,Male,137725,Professional,South,Checking,4,11423,364,2784,6908,Mobile,28,Yes,2644,4134,20148,0.0579947232168486,725,Average,0.1069960838685334,31-40,100K-150K,False,0.0318655344480434,0-20%,Very Low,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
330,19,Male,64345,Professional,South,Savings,4,40378,420,2131,3637,Branch,14,Yes,7541,3615,2722,0.9230263043709592,720,Average,0.025675686740553,18-30,60K-80K,False,0.0104017038981623,0-20%,Very High,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
331,52,Male,113430,Professional,West,Checking,1,41006,239,2996,6060,Branch,5,Yes,8868,1041,42283,0.1604268121704579,584,Good,0.8559224847115173,51-60,100K-150K,False,0.0058284153538506,81-100%,Very Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
332,33,Male,134921,Student,West,Checking,1,23617,314,999,7129,Online,2,Yes,2378,1474,78401,0.7273619003045324,686,Average,0.7098551678468429,31-40,100K-150K,True,0.0132955074734301,61-80%,High,0,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
333,58,Female,111729,Unemployed,North,Checking,1,21047,330,5021,772,Mobile,5,Yes,12182,270,4372,0.7279419391870374,473,Good,0.3756933502882816,51-60,100K-150K,False,0.0156791941844443,21-40%,High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
334,53,Male,71843,Self-Employed,North,Savings,2,35749,471,6146,462,Mobile,5,No,17747,2467,23738,0.4515041580520216,394,Poor,0.3363307952632118,51-60,60K-80K,False,0.0131751937117122,21-40%,Medium,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
335,50,Female,30222,Retired,East,Savings,3,30270,451,7161,3179,Mobile,6,Yes,7058,1564,21585,0.5640350620366527,524,Poor,0.0747699727501297,41-50,20K-40K,False,0.0148992401717872,0-20%,Medium,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
336,21,Female,109322,Unemployed,West,Checking,4,49866,237,510,1483,Branch,14,No,7026,1669,71299,0.0959466617218307,300,Poor,0.5419634056442318,18-30,100K-150K,True,0.0047527373360606,41-60%,Very Low,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
337,50,Male,51509,Professional,Central,Savings,1,44364,239,8665,7899,Online,22,Yes,8913,261,91914,0.9728539066686782,779,Good,0.515692036832375,41-50,40K-60K,True,0.0053872509241727,41-60%,Very High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
338,31,Female,20386,Student,North,Checking,3,45480,38,4279,8432,Branch,6,Yes,10996,1337,83956,0.0647021135271392,780,Average,0.6334127056794591,31-40,20K-40K,True,0.0008355321020228,61-80%,Very Low,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
339,38,Male,84334,Student,North,Savings,3,49864,47,581,6560,Mobile,13,Yes,13236,194,15828,0.9100865637153694,602,Average,0.7576691130643238,31-40,80K-100K,False,0.0009425637734638,61-80%,Very High,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
340,65,Male,87170,Retired,West,Savings,2,4217,386,7610,2387,Online,7,Yes,13886,657,17352,0.2490116263458203,835,Good,0.3388955289419544,61-70,80K-100K,False,0.0915342660659236,21-40%,Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
341,37,Male,60878,Self-Employed,West,Checking,4,11294,137,8271,728,Online,18,Yes,712,4684,39852,0.3913864827301385,620,Good,0.5047696242597254,31-40,60K-80K,False,0.0121303346909863,41-60%,Low,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
342,25,Female,89669,Unemployed,East,Checking,3,6816,407,371,1749,Online,4,Yes,7923,1174,66549,0.7578354616269419,654,Average,0.4008455273397137,18-30,80K-100K,True,0.0597124413145539,41-60%,High,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
343,24,Female,127680,Unemployed,West,Savings,1,42106,117,3635,7577,Online,5,No,19364,996,88624,0.8791307939760874,585,Poor,0.0395221732814584,18-30,100K-150K,True,0.0027787013727259,0-20%,Very High,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
344,20,Female,58349,Unemployed,South,Savings,1,38449,374,4714,8447,Online,26,Yes,9202,2784,73643,0.6953965331145272,439,Good,0.2288278001709586,18-30,40K-60K,True,0.0097271710577648,21-40%,High,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
345,34,Male,120271,Self-Employed,Central,Savings,2,26311,58,3174,4408,Mobile,28,No,16899,1130,69801,0.1215868004122777,333,Poor,0.8482710238807053,31-40,100K-150K,True,0.0022044012010185,81-100%,Very Low,0,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
346,50,Male,41952,Self-Employed,South,Checking,1,32975,146,9108,2944,Mobile,15,No,11144,2443,4828,0.3521447457722448,629,Poor,0.5159096593443965,41-50,40K-60K,False,0.0044275966641394,41-60%,Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
347,65,Male,141972,Self-Employed,South,Checking,1,16827,398,8279,3360,Mobile,23,Yes,8371,3406,9525,0.6100802433162215,687,Average,0.6161199961946607,61-70,100K-150K,False,0.0236524633030249,61-80%,High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
348,29,Female,110352,Retired,South,Savings,2,26270,53,896,3415,Mobile,2,No,5097,1808,21483,0.9863638348732175,721,Good,0.6690709942373568,18-30,100K-150K,False,0.0020175104682146,61-80%,Very High,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
349,68,Male,41529,Student,North,Checking,2,47175,271,8266,8108,Branch,8,No,10971,3615,78228,0.4051805559406846,808,Good,0.8946179432415209,61-70,40K-60K,True,0.0057445680975092,81-100%,Medium,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
350,39,Male,91303,Professional,South,Savings,1,8658,163,7655,3883,Online,18,No,5327,511,63150,0.3025441980201643,633,Average,0.442958306753191,31-40,80K-100K,True,0.0188265188265188,41-60%,Low,0,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
351,39,Female,61521,Self-Employed,North,Checking,4,7052,454,2634,8336,Online,21,Yes,1134,2504,50331,0.2803760183680072,713,Good,0.9133771019453312,31-40,60K-80K,False,0.0643788996029495,81-100%,Low,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
352,63,Female,38383,Student,West,Checking,4,1853,142,1291,692,Mobile,25,No,1838,4926,91587,0.8539829446271381,607,Poor,0.9924753585993906,61-70,20K-40K,True,0.0766324878575283,81-100%,Very High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
353,47,Female,24901,Self-Employed,Central,Savings,2,1247,25,1036,6970,Mobile,29,Yes,3630,4274,42923,0.1706026719064053,684,Good,0.7306450828492425,41-50,20K-40K,False,0.0200481154771451,61-80%,Very Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
354,55,Male,62889,Professional,Central,Checking,4,47604,389,6197,2098,Online,2,Yes,2221,2347,61015,0.644695461488059,520,Poor,0.7820397461378435,51-60,60K-80K,True,0.0081715822199815,61-80%,High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
355,55,Male,34633,Self-Employed,South,Savings,4,16429,258,122,4337,Branch,2,Yes,17794,2288,77363,0.8483076270472668,422,Poor,0.9573376891221924,51-60,20K-40K,True,0.015703938158135,81-100%,Very High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
356,62,Male,82244,Student,Central,Checking,4,23876,306,3303,6972,Branch,18,Yes,2138,898,23458,0.8533233648761881,495,Poor,0.5408946336610237,61-70,80K-100K,False,0.0128162171217959,41-60%,Very High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
357,68,Female,149177,Retired,North,Savings,2,38305,227,551,9651,Online,7,No,6259,76,79864,0.1303016901059734,397,Good,0.5075363756728697,61-70,100K-150K,True,0.0059261193055736,41-60%,Very Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
358,25,Female,39163,Professional,West,Checking,4,11495,207,373,3156,Mobile,27,Yes,3728,2443,2808,0.7932036708575023,411,Poor,0.0070810569283197,18-30,20K-40K,False,0.018007829491083,0-20%,High,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
359,44,Female,79019,Student,South,Checking,1,43369,111,1124,5365,Online,14,Yes,7245,1505,39661,0.9194796376291778,628,Poor,0.2513578605705664,41-50,60K-80K,False,0.0025594318522446,21-40%,Very High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
360,44,Female,30707,Unemployed,East,Checking,1,28128,78,8457,9481,Mobile,5,Yes,1134,4981,52378,0.7826582711369424,385,Average,0.5612513091830375,41-50,20K-40K,True,0.0027730375426621,41-60%,High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
361,51,Male,108112,Unemployed,Central,Savings,2,12963,24,6653,8919,Online,9,Yes,3311,4031,70547,0.7017161762044754,791,Good,0.9687587286474744,51-60,100K-150K,True,0.0018514232816477,81-100%,High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
362,38,Male,103597,Unemployed,Central,Savings,4,3463,281,8588,242,Online,14,No,8685,4917,92695,0.5169032311774993,494,Good,0.3924468699188306,31-40,100K-150K,True,0.0811435171816344,21-40%,Medium,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
363,47,Male,65101,Retired,South,Checking,3,15654,425,7956,8200,Mobile,4,Yes,12390,1644,71018,0.7676503033302593,372,Good,0.8960170484548281,41-50,60K-80K,True,0.02714961032324,81-100%,High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
364,50,Male,64706,Self-Employed,Central,Checking,3,10177,489,8120,6947,Online,1,Yes,439,3027,32755,0.5762529280915827,361,Good,0.1884667736881088,41-50,60K-80K,False,0.048049523435197,0-20%,Medium,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
365,45,Male,97084,Self-Employed,Central,Savings,1,7473,402,7896,1720,Online,8,No,14269,438,99101,0.4075048009399424,545,Good,0.4868101681234413,41-50,80K-100K,True,0.0537936571657968,41-60%,Medium,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
366,64,Male,35115,Self-Employed,East,Savings,1,41079,446,9228,7560,Branch,22,No,865,3725,15335,0.4938232551040995,590,Poor,0.3308535506787984,61-70,20K-40K,False,0.0108571289466637,21-40%,Medium,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
367,50,Male,95379,Retired,North,Checking,3,22750,61,8387,3741,Branch,15,No,6610,1651,16923,0.6544195352673374,561,Average,0.6954093037078845,41-50,80K-100K,False,0.0026813186813186,61-80%,High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
368,22,Male,122481,Unemployed,South,Checking,2,4134,61,670,2156,Mobile,25,Yes,9752,2388,57562,0.559039592471077,766,Good,0.830237613052102,18-30,100K-150K,True,0.0147556845670053,81-100%,Medium,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
369,65,Female,59979,Self-Employed,South,Savings,4,49809,73,8432,6826,Online,19,No,7003,825,82796,0.6690054253207438,496,Good,0.0035972786078513,61-70,40K-60K,True,0.0014655985866008,0-20%,High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
370,36,Female,60641,Retired,East,Savings,3,5000,202,5536,3362,Branch,10,No,18637,4714,88109,0.9817047477631976,320,Average,0.0386533317433904,31-40,60K-80K,True,0.0404,0-20%,Very High,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
371,21,Male,89377,Retired,East,Savings,4,17173,156,6806,8098,Mobile,23,No,18089,725,58149,0.2610077644375812,526,Poor,0.5711557144288617,18-30,80K-100K,True,0.0090840272520817,41-60%,Low,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
372,52,Female,141786,Student,North,Checking,3,8670,212,866,6663,Branch,17,Yes,12969,4810,63771,0.9957489072395092,676,Average,0.5303075074902717,51-60,100K-150K,True,0.0244521337946943,41-60%,Very High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
373,66,Male,26416,Self-Employed,West,Checking,1,10612,192,1726,4459,Branch,2,No,18265,1986,23847,0.0541450927960609,596,Poor,0.5767277514928615,61-70,20K-40K,False,0.0180927252167357,41-60%,Very Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
374,34,Male,30633,Unemployed,South,Savings,4,22280,155,9124,701,Online,5,Yes,15230,2800,69975,0.6078343821955284,829,Good,0.0939845580456336,31-40,20K-40K,True,0.0069569120287253,0-20%,High,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
375,61,Female,148785,Professional,Central,Savings,2,24257,51,6420,5715,Branch,15,No,3001,2673,8457,0.9339834388531671,831,Average,0.3576687381094933,61-70,100K-150K,False,0.0021024858803644,21-40%,Very High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
376,45,Male,123189,Retired,North,Checking,4,42645,426,4810,1168,Branch,10,Yes,13556,2315,63261,0.1024549954904455,590,Good,0.013911549332455,41-50,100K-150K,True,0.0099894477664438,0-20%,Very Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
377,47,Male,20594,Student,South,Checking,4,2661,212,753,6157,Online,18,Yes,13888,3999,77807,0.9902089140590282,747,Average,0.9401924335977848,41-50,20K-40K,True,0.0796692972566704,81-100%,Very High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
378,46,Male,34393,Professional,North,Checking,3,8482,247,8433,4465,Mobile,24,No,6565,3798,41580,0.9185199765838769,466,Poor,0.3056194961006313,41-50,20K-40K,False,0.0291204904503654,21-40%,Very High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
379,63,Male,55380,Retired,West,Checking,2,20259,184,5934,1997,Online,13,Yes,9467,1158,74416,0.8541049066208533,736,Poor,0.1087393811728546,61-70,40K-60K,True,0.0090823831383582,0-20%,Very High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
380,23,Male,65056,Student,South,Savings,1,30007,145,5724,9808,Online,21,No,12677,3322,22780,0.5269975320402264,723,Poor,0.6771158969660339,18-30,60K-80K,False,0.0048322058186423,61-80%,Medium,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
381,52,Male,108279,Self-Employed,Central,Checking,4,24275,241,6142,2523,Mobile,14,Yes,14591,3169,62290,0.2137616020421153,814,Average,0.1400105356985882,51-60,100K-150K,True,0.0099279093717816,0-20%,Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
382,58,Male,117507,Student,South,Checking,4,30532,12,2977,2088,Branch,25,Yes,2518,4902,74558,0.0891786892354674,436,Average,0.0411669151182071,51-60,100K-150K,True,0.0003930302633302,0-20%,Very Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
383,54,Female,136184,Retired,North,Checking,3,13092,106,4706,4888,Online,3,No,9399,2800,30270,0.0646922012350951,452,Average,0.2966193193233809,51-60,100K-150K,False,0.0080965475099297,21-40%,Very Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
384,41,Female,138243,Self-Employed,West,Savings,1,35931,164,3625,3672,Online,6,Yes,5309,3690,61663,0.5879939345950325,831,Good,0.9168022143112188,41-50,100K-150K,True,0.0045643038045142,81-100%,Medium,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
385,46,Male,24861,Unemployed,North,Savings,3,20222,474,5494,3990,Online,20,Yes,2124,377,88387,0.7022706264250032,692,Poor,0.676588897947331,41-50,20K-40K,True,0.0234398180199782,61-80%,High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
386,66,Female,123070,Student,North,Savings,2,20844,149,4655,8240,Mobile,29,Yes,4883,4078,85550,0.220585024488533,820,Good,0.0054108736997312,61-70,100K-150K,True,0.0071483400498944,0-20%,Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
387,63,Male,56126,Professional,East,Checking,1,41020,9,9482,9445,Online,23,Yes,8801,3253,37321,0.4892940010886037,826,Good,0.9434305206414496,61-70,40K-60K,False,0.0002194051682106,81-100%,Medium,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
388,48,Male,100382,Self-Employed,North,Checking,2,41567,332,7255,9875,Online,23,Yes,15751,2274,1727,0.5286603004169345,713,Good,0.890375246471574,41-50,100K-150K,False,0.007987105155532,81-100%,Medium,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
389,52,Male,111713,Self-Employed,West,Checking,3,14475,383,483,7729,Mobile,21,No,10591,961,35486,0.8967057258442334,827,Average,0.1810983883888677,51-60,100K-150K,False,0.0264594127806563,0-20%,Very High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
390,50,Male,53682,Unemployed,Central,Checking,1,34322,385,2298,7188,Branch,12,No,13657,3144,89474,0.1259537802294676,736,Good,0.5081865353561391,41-50,40K-60K,True,0.0112172950294271,41-60%,Very Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
391,69,Female,38228,Student,East,Savings,2,12399,438,5467,2227,Online,26,Yes,11533,800,85662,0.797763428690629,450,Average,0.9320152824958898,61-70,20K-40K,True,0.0353254294701185,81-100%,High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
392,38,Female,120299,Professional,North,Checking,2,41693,98,670,101,Branch,5,No,7632,3147,18940,0.7711731747709313,649,Average,0.658861796618887,31-40,100K-150K,False,0.0023505144748518,61-80%,High,0,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
393,49,Female,44009,Unemployed,South,Savings,3,28865,471,2742,4270,Mobile,20,No,5935,4260,76169,0.681139594681423,826,Good,0.0074545140702491,41-50,40K-60K,True,0.0163173393382989,0-20%,High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
394,40,Female,20094,Student,East,Checking,1,5008,400,5321,5179,Branch,9,No,10517,4939,18099,0.2478634220853983,432,Average,0.1554915179796187,31-40,20K-40K,False,0.0798722044728434,0-20%,Low,0,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
395,50,Male,126988,Professional,West,Checking,2,2816,221,3831,5440,Mobile,7,Yes,15750,4059,87789,0.051479481564148,805,Good,0.0082614663708884,41-50,100K-150K,True,0.0784801136363636,0-20%,Very Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
396,20,Female,100636,Professional,South,Checking,4,8539,176,3088,1905,Mobile,22,Yes,17644,4860,37224,0.7826960916400687,587,Poor,0.7322503444866088,18-30,100K-150K,False,0.0206113128000936,61-80%,High,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
397,35,Male,72221,Retired,West,Checking,1,48337,465,9363,6495,Branch,19,No,5451,3285,75281,0.5599754307042244,646,Poor,0.701625417867551,31-40,60K-80K,True,0.0096199598651136,61-80%,Medium,0,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
398,42,Male,118453,Professional,South,Checking,1,16474,328,6574,6713,Branch,5,Yes,575,3472,47165,0.627839567354431,663,Poor,0.3541828550086432,41-50,100K-150K,False,0.0199101614665533,21-40%,High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
399,59,Female,37430,Student,Central,Checking,4,34988,447,861,7570,Online,4,Yes,8882,2468,17037,0.8522663825640336,386,Average,0.1848591536803707,51-60,20K-40K,False,0.0127758088487481,0-20%,Very High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
400,48,Male,55571,Unemployed,West,Savings,1,24051,142,7502,9221,Mobile,21,No,15089,327,62979,0.1320823447407427,303,Average,0.9992494787289432,41-50,40K-60K,True,0.0059041204107937,81-100%,Very Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
401,20,Female,74486,Unemployed,South,Savings,1,14947,308,1027,995,Branch,18,Yes,5264,2709,90551,0.2062768681206314,572,Poor,0.5589719652840052,18-30,60K-80K,True,0.0206061417006757,41-60%,Low,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
402,57,Female,110510,Retired,West,Savings,4,44828,160,2244,3204,Online,5,No,18572,438,15409,0.4209308348172971,494,Poor,0.4718001429249656,51-60,100K-150K,False,0.0035691978227893,41-60%,Medium,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
403,63,Female,116665,Student,East,Savings,3,11253,265,1898,1482,Mobile,29,No,2862,964,42564,0.3539412504925169,687,Good,0.8010411192922593,61-70,100K-150K,False,0.0235492757486892,81-100%,Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
404,41,Female,132770,Professional,West,Savings,2,30638,480,7618,4942,Online,7,Yes,5097,520,42325,0.9499320411204784,598,Good,0.5907139717706503,41-50,100K-150K,False,0.0156668189829623,41-60%,Very High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
405,67,Female,82294,Retired,West,Checking,4,36675,304,7697,4213,Online,26,No,12094,366,82485,0.3181349530726062,806,Good,0.1561122788826823,61-70,80K-100K,True,0.0082890252215405,0-20%,Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
406,49,Male,149171,Self-Employed,South,Checking,1,16604,163,4347,316,Mobile,13,No,15467,2439,23957,0.8993673148444454,790,Good,0.2330787157234729,41-50,100K-150K,False,0.0098169115875692,21-40%,Very High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
407,64,Female,40860,Student,West,Savings,2,35483,276,550,1480,Online,26,No,2921,3984,43636,0.5320805673263665,527,Poor,0.8268735372096435,61-70,40K-60K,False,0.0077783727418763,81-100%,Medium,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
408,39,Female,92812,Retired,Central,Checking,2,16661,127,9109,1411,Branch,16,Yes,10059,4468,25129,0.096164649912475,368,Average,0.4902753471289192,31-40,80K-100K,False,0.0076225916811715,41-60%,Very Low,0,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
409,40,Male,86087,Unemployed,North,Checking,2,45495,283,6491,3079,Online,28,Yes,18001,3821,24955,0.6728764589900453,728,Good,0.1756848403390909,31-40,80K-100K,False,0.0062204637872293,0-20%,High,0,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
410,19,Female,133784,Retired,East,Checking,3,15248,353,9246,4003,Online,11,Yes,6556,380,87518,0.7474574997854971,611,Poor,0.9557747058208668,18-30,100K-150K,True,0.0231505771248688,81-100%,High,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
411,44,Female,28486,Self-Employed,South,Checking,1,41577,371,4680,1667,Mobile,3,No,9087,2651,23081,0.163217084192075,631,Average,0.7973027822062329,41-50,20K-40K,False,0.0089232027322798,61-80%,Very Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
412,59,Male,103063,Student,West,Savings,1,32152,25,6685,9274,Branch,4,Yes,12601,689,88057,0.4195637301932006,812,Average,0.8197381296381885,51-60,100K-150K,True,0.0007775566061209,81-100%,Medium,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
413,19,Male,69607,Retired,West,Checking,2,39878,390,3985,3792,Branch,17,Yes,12074,2296,87852,0.1482599194774303,349,Average,0.8995989498240453,18-30,60K-80K,True,0.0097798284768544,81-100%,Very Low,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
414,43,Female,29745,Professional,West,Savings,2,17995,283,2647,7063,Branch,9,Yes,18005,4338,2433,0.1770578476605213,739,Average,0.3253930570741378,41-50,20K-40K,False,0.0157265907196443,21-40%,Very Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
415,34,Male,126664,Student,East,Savings,3,11701,212,3132,8940,Branch,19,Yes,5427,1791,2400,0.6875304060978862,630,Average,0.215667473424546,31-40,100K-150K,False,0.0181181095632851,21-40%,High,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
416,57,Female,98533,Retired,North,Checking,3,28501,399,3839,1231,Online,28,No,11021,4424,65998,0.4952166687702887,323,Average,0.1896425195561373,51-60,80K-100K,True,0.0139995087891652,0-20%,Medium,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
