CustomerID,Age,Gender,IncomeLevel,Occupation,GeographicLocation,AccountType,NumberOfAccounts,AverageBalance,TransactionVolume,DepositPatterns,SpendingPatterns,ChannelUsage,EngagementFrequency,ServiceUsage,RevenueContribution,CostToServe,LifetimeValue,ChurnRate,CreditScore,LoanRepaymentHistory,DebtToIncomeRatio,AgeGroup,IncomeGroup,HighValueCustomer,TransactionToBalanceRatio,DebtToIncomeCategory,ChurnRiskCategory,Cluster
724,25,Male,40551,Self-Employed,Central,Savings,3,23342,374,7913,2544,Online,3,Yes,4421,2823,28921,0.4242235318263319,389,Poor,0.978771833441894,18-30,40K-60K,False,0.0160226201696512,81-100%,Medium,1
725,58,Male,112511,Self-Employed,North,Checking,4,7847,10,3886,6126,Mobile,24,Yes,15045,3308,80596,0.6078445983164054,722,Average,0.4594457351304374,51-60,100K-150K,True,0.0012743723716069,41-60%,High,1
731,66,Male,48892,Self-Employed,East,Savings,3,38295,468,3610,6146,Branch,10,Yes,11797,902,36470,0.1798415436867454,319,Poor,0.7170547787911885,61-70,40K-60K,False,0.0122209165687426,61-80%,Very Low,1
732,42,Female,95577,Unemployed,Central,Savings,4,35325,74,6407,4578,Mobile,6,No,13031,2317,96797,0.8076238335466234,591,Poor,0.3319606232920585,41-50,80K-100K,True,0.0020948336871903,21-40%,Very High,1
733,50,Male,94590,Student,West,Savings,3,24173,69,4530,807,Mobile,20,Yes,17202,2984,95553,0.4752532844187931,449,Poor,0.5997888375313576,41-50,80K-100K,True,0.0028544243577545,41-60%,Medium,1
735,23,Female,96293,Unemployed,East,Checking,3,34440,187,689,7497,Online,12,Yes,6676,4902,5054,0.4636724987141132,811,Good,0.991155208552256,18-30,80K-100K,False,0.0054297328687572,81-100%,Medium,1
736,61,Male,84771,Self-Employed,Central,Checking,3,36622,116,5562,117,Online,28,Yes,17740,692,46694,0.7886874548043321,594,Poor,0.5308917756457496,61-70,80K-100K,False,0.0031674949483916,41-60%,High,1
737,62,Male,126794,Professional,South,Savings,4,18962,256,8052,3789,Branch,23,No,15025,4654,9411,0.6574017891523716,535,Good,0.0099705357480956,61-70,100K-150K,False,0.0135006855816896,0-20%,High,1
741,38,Male,149920,Professional,Central,Checking,3,5479,7,9213,2586,Branch,29,No,7142,4003,11316,0.1506549008033728,643,Good,0.0671749596849071,31-40,100K-150K,False,0.0012776054024457,0-20%,Very Low,1
742,33,Female,47115,Self-Employed,Central,Savings,3,20317,183,270,9710,Mobile,27,No,2348,554,82423,0.0616291593619351,662,Good,0.1939871696434392,31-40,40K-60K,True,0.0090072353201752,0-20%,Very Low,1
743,38,Female,46038,Retired,East,Checking,4,18698,193,4398,834,Branch,29,Yes,7749,3884,99569,0.0566826233472675,552,Good,0.1457095542767017,31-40,40K-60K,True,0.0103219595678682,0-20%,Very Low,1
745,54,Female,55886,Unemployed,South,Savings,4,24291,58,4475,6369,Branch,4,No,14875,1718,93973,0.0179107386397923,712,Average,0.4041972737462593,51-60,40K-60K,True,0.0023877156148367,41-60%,Very Low,1
746,53,Male,71284,Self-Employed,East,Savings,4,35663,70,503,7927,Branch,2,No,4193,2325,54193,0.804926477241442,506,Average,0.1124801803749012,51-60,60K-80K,True,0.0019628186075203,0-20%,Very High,1
747,52,Male,29901,Self-Employed,South,Savings,3,47678,119,3627,2507,Online,7,No,12701,3353,40352,0.7387677979952577,680,Good,0.0013344619299004,51-60,20K-40K,False,0.0024959100633415,0-20%,High,1
751,64,Male,138992,Self-Employed,North,Checking,3,13425,434,7769,6971,Branch,10,Yes,4334,2229,18788,0.410869808935332,332,Good,0.1896282893280217,61-70,100K-150K,False,0.0323277467411545,0-20%,Medium,1
752,58,Female,140055,Student,Central,Checking,3,6593,114,9437,7105,Branch,15,No,9794,4819,28909,0.560305504595543,708,Poor,0.6943155935868363,51-60,100K-150K,False,0.0172910662824207,61-80%,Medium,1
753,66,Male,131826,Self-Employed,East,Checking,3,46543,187,2002,4232,Online,2,Yes,17272,3311,38467,0.4389390524499127,444,Poor,0.7607666995359739,61-70,100K-150K,False,0.0040177900006445,61-80%,Medium,1
754,31,Male,52806,Self-Employed,East,Checking,3,3676,264,4790,6633,Branch,12,Yes,6290,4490,2580,0.415252829209183,459,Good,0.1092662744704798,31-40,40K-60K,False,0.0718171926006528,0-20%,Medium,1
757,18,Female,43453,Retired,North,Savings,4,30569,98,6431,274,Online,22,No,8858,386,6340,0.2613180178817833,657,Poor,0.3586802954173279,,40K-60K,False,0.0032058621479276,21-40%,Low,1
760,40,Male,36312,Professional,East,Savings,3,18492,363,7576,6524,Branch,10,Yes,12167,1153,68228,0.6458035157244233,634,Average,0.6670259861595556,31-40,20K-40K,True,0.0196301103179753,61-80%,High,1
761,28,Male,21436,Retired,South,Checking,4,37629,44,8898,8711,Branch,3,No,12129,3352,22105,0.293139488844397,488,Poor,0.666461791356382,18-30,20K-40K,False,0.0011693109038241,61-80%,Low,1
764,49,Female,136787,Self-Employed,East,Savings,4,2112,440,2251,4125,Online,20,No,6264,2100,93551,0.98835855627931,620,Average,0.406756589018954,41-50,100K-150K,True,0.2083333333333333,41-60%,Very High,1
767,55,Female,65986,Retired,West,Checking,4,17733,208,1815,7332,Online,29,Yes,2844,696,62319,0.0682917582144427,827,Good,0.7388112719459582,51-60,60K-80K,True,0.011729543788417,61-80%,Very Low,1
768,29,Male,122555,Student,East,Checking,4,37730,397,9995,2464,Online,27,Yes,18150,252,29095,0.7082057988866244,388,Good,0.5945618370533098,18-30,100K-150K,False,0.0105221309302941,41-60%,High,1
770,45,Female,148541,Self-Employed,West,Savings,3,46460,406,6994,9916,Branch,11,No,10458,704,25217,0.9652615499092718,383,Good,0.5150083131505081,41-50,100K-150K,False,0.0087386999569522,41-60%,Very High,1
771,25,Female,29305,Unemployed,North,Checking,3,25443,127,1989,4281,Mobile,29,Yes,18401,1151,26344,0.3151969537732736,460,Average,0.4015633957539243,18-30,20K-40K,False,0.0049915497386314,41-60%,Low,1
773,53,Male,112838,Self-Employed,North,Checking,3,1042,463,1995,9515,Mobile,12,No,17403,4821,64983,0.0335240085583629,805,Average,0.5221884151219284,51-60,100K-150K,True,0.4443378119001919,41-60%,Very Low,1
776,67,Female,137922,Professional,North,Savings,3,27881,280,5352,4399,Mobile,6,Yes,10554,1736,12956,0.8279823294097064,786,Average,0.2430563419182543,61-70,100K-150K,False,0.0100426813959327,21-40%,Very High,1
777,45,Male,144145,Retired,West,Savings,3,6974,248,4341,650,Online,8,No,6048,4270,65627,0.1501077804622035,518,Good,0.4195211278150922,41-50,100K-150K,True,0.0355606538571838,41-60%,Very Low,1
779,54,Female,142238,Professional,Central,Savings,4,16491,147,2661,2195,Mobile,15,No,5829,427,7793,0.981233391260238,709,Poor,0.3505187620081845,51-60,100K-150K,False,0.0089139530653083,21-40%,Very High,1
783,34,Female,94236,Student,Central,Savings,3,45352,413,7302,8775,Online,6,No,17919,3520,63734,0.4757630765124397,385,Good,0.4657231078537229,31-40,80K-100K,True,0.0091065443640853,41-60%,Medium,1
784,26,Male,96067,Professional,East,Savings,4,47069,437,2575,3043,Branch,20,Yes,7530,2153,22841,0.8850643772130092,413,Good,0.9762678278211586,18-30,80K-100K,False,0.0092842422826063,81-100%,Very High,1
785,50,Male,47738,Professional,North,Checking,3,47273,71,6577,2767,Online,29,No,9506,4099,79964,0.7110287551863639,769,Average,0.0235097067257386,41-50,40K-60K,True,0.0015019144120322,0-20%,High,1
788,45,Male,132284,Professional,South,Checking,3,12560,286,4821,2117,Branch,1,No,11896,2140,92435,0.6542416979586702,390,Average,0.3031083560731294,41-50,100K-150K,True,0.0227707006369426,21-40%,High,1
789,65,Female,67924,Retired,South,Checking,4,16860,433,4252,7888,Mobile,11,No,5838,3719,77310,0.1728832108780567,632,Average,0.958811241950835,61-70,60K-80K,True,0.0256820877817319,81-100%,Very Low,1
792,63,Male,56679,Unemployed,South,Checking,4,17566,266,3173,1152,Online,9,Yes,16968,3501,85880,0.6878114052904638,628,Good,0.2074807000044558,61-70,40K-60K,True,0.0151428896732323,21-40%,High,1
794,23,Female,63888,Student,North,Savings,4,35869,36,3640,622,Branch,5,Yes,14565,1300,53528,0.1167848553263782,321,Poor,0.1658028115976173,18-30,60K-80K,True,0.0010036521787616,0-20%,Very Low,1
795,35,Female,50276,Professional,North,Checking,4,43064,207,1719,6316,Branch,9,No,11511,779,58538,0.9672979113507738,340,Poor,0.8144459892375419,31-40,40K-60K,True,0.0048067991826119,81-100%,Very High,1
798,64,Male,110627,Retired,North,Savings,4,45417,178,664,1310,Mobile,10,Yes,8678,1661,50724,0.8711072419488513,491,Good,0.6505196945975716,61-70,100K-150K,False,0.0039192372900015,61-80%,Very High,1
801,27,Female,144713,Self-Employed,Central,Savings,4,44271,360,740,4267,Online,19,Yes,9254,4553,66744,0.4797812165996354,788,Poor,0.137953569645034,18-30,100K-150K,True,0.0081317340922951,0-20%,Medium,1
802,47,Male,140048,Retired,West,Savings,3,20052,482,262,1933,Mobile,21,No,18943,4342,41866,0.8408681612876235,501,Poor,0.2485805715097562,41-50,100K-150K,False,0.0240375024935168,21-40%,Very High,1
803,67,Female,110141,Student,West,Checking,4,45013,392,4446,2970,Mobile,13,No,6571,640,33717,0.989237267132514,733,Poor,0.9829433772675734,61-70,100K-150K,False,0.0087085952946926,81-100%,Very High,1
804,62,Male,80558,Retired,South,Checking,3,37148,466,7804,3125,Online,21,Yes,1774,998,86476,0.643098666703375,543,Poor,0.5248264495403064,61-70,80K-100K,True,0.012544416926887,41-60%,High,1
805,22,Female,135013,Retired,Central,Checking,3,20499,114,8935,1385,Online,11,No,10930,2856,40904,0.253556794912231,368,Average,0.6006106510769331,18-30,100K-150K,False,0.0055612468900921,61-80%,Low,1
806,50,Female,56534,Self-Employed,West,Savings,3,25776,416,4524,9592,Online,12,Yes,11218,2923,23155,0.8125238385247013,636,Average,0.6595704456636529,41-50,40K-60K,False,0.0161390440720049,61-80%,Very High,1
807,18,Female,51668,Self-Employed,West,Checking,3,2307,75,4564,8275,Online,14,No,5165,1920,92073,0.8087307359009385,394,Poor,0.4807220013283253,,40K-60K,True,0.0325097529258777,41-60%,Very High,1
808,35,Female,24111,Professional,South,Savings,4,11386,148,9430,9051,Online,13,No,6154,2679,85293,0.8892029154134607,550,Average,0.7985160032789452,31-40,20K-40K,True,0.0129984191111891,61-80%,Very High,1
809,49,Male,44686,Student,North,Checking,3,22943,210,3808,2579,Online,26,No,9331,3479,77460,0.1362543976766758,615,Good,0.8139847422479713,41-50,40K-60K,True,0.0091531185982652,81-100%,Very Low,1
811,66,Male,92392,Self-Employed,South,Savings,4,22190,427,237,9184,Online,13,Yes,10384,2748,95689,0.2335617956059433,555,Average,0.803784054568453,61-70,80K-100K,True,0.0192429022082018,81-100%,Low,1
813,38,Male,55194,Self-Employed,South,Savings,3,20639,95,7206,4112,Online,5,No,2054,2740,49807,0.3653602466119369,397,Average,0.8789751495119056,31-40,40K-60K,False,0.0046029361887688,81-100%,Low,1
814,43,Male,34497,Unemployed,South,Checking,4,36362,162,7342,2078,Online,21,Yes,14936,927,64964,0.0475363934739559,810,Good,0.0225481982959769,41-50,20K-40K,True,0.0044552004840217,0-20%,Very Low,1
815,42,Male,139066,Retired,North,Checking,3,18616,211,4351,5999,Mobile,9,Yes,5071,1742,7858,0.8480168712739089,785,Poor,0.7283724969086063,41-50,100K-150K,False,0.0113343360550064,61-80%,Very High,1
817,44,Female,137219,Retired,Central,Checking,3,42534,60,4714,5238,Online,12,No,246,4156,9329,0.9433506156925894,693,Average,0.1696651342844549,41-50,100K-150K,False,0.0014106361969248,0-20%,Very High,1
818,66,Female,108730,Unemployed,South,Checking,4,17465,171,4377,1503,Online,23,No,2825,3885,93899,0.0703006364857351,380,Average,0.80706206215483,61-70,100K-150K,True,0.0097910105926138,81-100%,Very Low,1
820,50,Male,25316,Student,East,Checking,3,42245,430,5513,6134,Mobile,27,No,5121,1692,32031,0.0064663119693784,494,Average,0.4008099822034883,41-50,20K-40K,False,0.0101787193750739,41-60%,Very Low,1
822,58,Female,90229,Student,South,Savings,3,20929,79,4003,7776,Online,19,Yes,14162,2385,3812,0.0974669269613247,675,Average,0.8241410965089109,51-60,80K-100K,False,0.0037746667303741,81-100%,Very Low,1
823,52,Female,127294,Self-Employed,East,Savings,3,48087,282,7324,7535,Online,5,No,19611,4581,87028,0.3862214023306622,391,Poor,0.5336078209274905,51-60,100K-150K,True,0.0058643708278744,41-60%,Low,1
825,38,Male,133437,Unemployed,Central,Savings,3,21685,392,3151,8712,Branch,25,Yes,5486,1903,73256,0.3308458700301946,758,Poor,0.8453545251024862,31-40,100K-150K,True,0.0180770117592806,81-100%,Low,1
826,65,Female,41652,Self-Employed,Central,Savings,4,17478,263,3766,4275,Branch,25,No,12032,4751,59061,0.1917893397007762,750,Average,0.9168103075724384,61-70,40K-60K,True,0.0150474882709692,81-100%,Very Low,1
827,23,Female,34178,Student,West,Savings,4,31071,449,2860,7586,Branch,12,Yes,6939,3766,56439,0.1046725988111177,771,Poor,0.5597451848396842,18-30,20K-40K,True,0.0144507740336648,41-60%,Very Low,1
829,34,Female,71163,Self-Employed,Central,Savings,4,16988,466,1460,8525,Online,16,Yes,2428,1455,73878,0.7509511648605611,712,Average,0.7049757407515589,31-40,60K-80K,True,0.0274311278549564,61-80%,High,1
831,48,Male,85961,Retired,West,Checking,3,11441,71,4073,6634,Mobile,17,Yes,15760,2847,82926,0.8947804195804365,479,Poor,0.2329417825138936,41-50,80K-100K,True,0.0062057512455204,21-40%,Very High,1
833,55,Male,83165,Professional,East,Savings,4,16609,291,245,624,Mobile,11,No,4533,1819,5112,0.1211451803915686,333,Good,0.3129219647542185,51-60,80K-100K,False,0.0175206213498705,21-40%,Very Low,1
838,27,Male,86775,Unemployed,North,Savings,4,49101,423,8149,8229,Branch,18,No,8397,2941,31069,0.1991832231730349,546,Poor,0.4579014451725384,18-30,80K-100K,False,0.0086148958269689,41-60%,Very Low,1
839,27,Female,26566,Retired,North,Savings,3,28813,291,2765,1590,Mobile,1,Yes,13951,1161,15057,0.9330221028116168,806,Average,0.9783627876260764,18-30,20K-40K,False,0.0100996078159164,81-100%,Very High,1
845,63,Female,39423,Unemployed,North,Savings,3,5203,406,5148,4367,Online,5,Yes,9747,3596,57317,0.1723223641400708,435,Good,0.7840149200207794,61-70,20K-40K,True,0.0780319046703824,61-80%,Very Low,1
847,68,Male,110710,Retired,West,Checking,3,35601,316,9676,6172,Mobile,6,No,8290,507,6442,0.6922344754196467,823,Poor,0.2781568026671471,61-70,100K-150K,False,0.0088761551641807,21-40%,High,1
848,62,Male,112199,Unemployed,South,Checking,4,6384,296,3462,7908,Mobile,11,Yes,5075,1015,89832,0.0720312893627597,668,Poor,0.2148584223378007,61-70,100K-150K,True,0.0463659147869674,21-40%,Very Low,1
850,21,Female,47326,Unemployed,West,Checking,4,21018,449,8397,7787,Mobile,11,Yes,16199,4281,52207,0.1194057898819216,798,Poor,0.1372412969303706,18-30,40K-60K,True,0.021362641545342,0-20%,Very Low,1
851,18,Male,137272,Self-Employed,West,Checking,3,27074,151,5852,2096,Mobile,8,No,17264,3372,39685,0.7106780131101257,555,Good,0.5935311088421718,,100K-150K,False,0.0055773066410578,41-60%,High,1
853,57,Female,82103,Retired,South,Checking,4,17952,364,8576,4445,Mobile,16,No,4692,4253,9410,0.8951679011029731,373,Average,0.6211892752362363,51-60,80K-100K,False,0.0202762923351158,61-80%,Very High,1
856,45,Female,93638,Retired,East,Savings,4,22409,9,6755,2933,Online,26,Yes,8223,1492,88500,0.3382249210210928,587,Poor,0.1481820099136804,41-50,80K-100K,True,0.0004016243473604,0-20%,Low,1
857,48,Female,132173,Student,Central,Checking,4,18676,105,8843,9350,Branch,26,No,15342,1335,62189,0.4194875183489275,577,Good,0.7099260735967817,41-50,100K-150K,True,0.0056221889055472,61-80%,Medium,1
858,25,Male,92652,Unemployed,East,Savings,4,30878,433,7977,4576,Mobile,3,Yes,19424,4963,19079,0.0983339423521038,376,Good,0.967090303596199,18-30,80K-100K,False,0.0140229289461752,81-100%,Very Low,1
860,43,Male,146934,Retired,South,Checking,4,33733,177,6984,3781,Online,13,Yes,11813,110,78379,0.69892768887127,340,Good,0.45364287685615,41-50,100K-150K,True,0.0052470874218124,41-60%,High,1
861,51,Female,50161,Retired,North,Savings,4,8963,436,6149,8930,Mobile,10,No,14934,4707,56323,0.7252174727229331,354,Poor,0.2828259051382736,51-60,40K-60K,True,0.0486444270891442,21-40%,High,1
862,20,Female,24383,Student,South,Checking,3,3645,112,3705,2143,Branch,25,Yes,14770,3798,75092,0.659625550429059,518,Average,0.6838648557211598,18-30,20K-40K,True,0.0307270233196159,61-80%,High,1
863,67,Female,105856,Student,Central,Savings,4,42431,274,9627,7352,Mobile,8,No,10628,1304,27326,0.443135991827821,450,Average,0.72778624116738,61-70,100K-150K,False,0.0064575428342485,61-80%,Medium,1
864,29,Female,136387,Professional,South,Checking,4,8837,377,7387,7697,Branch,25,Yes,13305,3694,10814,0.3794382038114663,734,Poor,0.5593458443046526,18-30,100K-150K,False,0.0426615367206065,41-60%,Low,1
872,64,Male,57622,Self-Employed,North,Savings,4,38087,332,8241,5020,Branch,28,No,1041,4096,96123,0.2134727228583202,786,Good,0.5755125135063596,61-70,40K-60K,True,0.0087168850263869,41-60%,Low,1
875,54,Female,104677,Retired,North,Checking,4,38895,134,8225,7802,Online,3,No,13874,4494,64449,0.643701059103642,498,Average,0.076623076438,51-60,100K-150K,True,0.0034451729014012,0-20%,High,1
878,19,Male,44956,Self-Employed,South,Savings,3,39739,65,3983,7951,Mobile,19,Yes,3798,3506,77212,0.948682324241866,523,Poor,0.8229495992015399,18-30,40K-60K,True,0.0016356727647902,81-100%,Very High,1
879,28,Female,141340,Student,East,Savings,3,29119,262,3825,138,Mobile,12,Yes,6702,4931,47491,0.2132222415159019,660,Average,0.6757718599494557,18-30,100K-150K,False,0.0089975617294549,61-80%,Low,1
881,56,Female,21528,Professional,Central,Savings,4,25987,343,5073,2881,Mobile,4,Yes,17330,4234,71023,0.5586951738200558,319,Poor,0.75458074508592,51-60,20K-40K,True,0.0131989071458806,61-80%,Medium,1
882,55,Female,147781,Student,Central,Checking,4,7038,273,2864,147,Online,14,No,19789,1342,89982,0.9552045266557696,623,Good,0.2265181804484191,51-60,100K-150K,True,0.0387894288150042,21-40%,Very High,1
884,55,Male,64588,Student,Central,Checking,3,8477,249,691,6075,Online,8,Yes,8510,4681,91986,0.0723541290464623,679,Good,0.4858259045440589,51-60,60K-80K,True,0.0293735991506429,41-60%,Very Low,1
886,51,Male,119152,Student,South,Savings,3,3283,269,6420,3649,Branch,16,Yes,474,3680,25790,0.865462526819685,407,Good,0.6434493095687438,51-60,100K-150K,False,0.0819372525129454,61-80%,Very High,1
891,68,Female,36167,Self-Employed,South,Checking,3,1751,404,9722,3156,Mobile,17,No,18833,2861,67823,0.0984262446019322,371,Good,0.7372863060177186,61-70,20K-40K,True,0.2307252998286693,61-80%,Very Low,1
893,69,Female,130782,Professional,Central,Savings,3,28742,272,6937,8181,Online,3,Yes,19605,1509,95422,0.6995938612920751,389,Poor,0.6061235354965866,61-70,100K-150K,True,0.00946350288776,61-80%,High,1
894,55,Male,140554,Professional,East,Savings,4,49736,221,7420,9101,Mobile,21,Yes,4447,4432,46864,0.1088858916291006,804,Poor,0.6103579929735998,51-60,100K-150K,False,0.0044434614765964,61-80%,Very Low,1
901,34,Male,100291,Unemployed,North,Checking,3,11525,367,2128,7100,Mobile,19,Yes,12554,114,2033,0.5446463745740974,819,Poor,0.5364085080715812,31-40,100K-150K,False,0.0318438177874186,41-60%,Medium,1
906,34,Female,45912,Self-Employed,South,Savings,3,33501,64,7237,359,Mobile,26,Yes,355,4400,88302,0.1676615025623317,686,Good,0.9635499742484857,31-40,40K-60K,True,0.0019103907346049,81-100%,Very Low,1
910,41,Male,119500,Self-Employed,Central,Checking,4,49303,70,4152,3459,Branch,11,No,1020,428,25334,0.5140759454776375,590,Good,0.3716331284454787,41-50,100K-150K,False,0.001419791899073,21-40%,Medium,1
912,51,Female,40943,Unemployed,North,Checking,4,32097,9,893,3485,Branch,15,Yes,15188,1079,2537,0.7804240405167385,801,Poor,0.6115091462688628,51-60,40K-60K,False,0.0002804000373866,61-80%,High,1
914,19,Male,120956,Student,East,Checking,4,27481,99,8382,9506,Mobile,12,Yes,16644,1888,71341,0.768960798270783,325,Good,0.9293989340443964,18-30,100K-150K,True,0.0036024889923947,81-100%,High,1
915,30,Female,83427,Self-Employed,South,Savings,4,41597,9,6811,344,Online,6,No,1359,3535,98071,0.3977612393296226,672,Good,0.1417471169037125,18-30,80K-100K,True,0.0002163617568574,0-20%,Low,1
916,60,Female,82001,Self-Employed,East,Checking,4,31794,89,1741,4973,Mobile,17,Yes,2309,4088,20752,0.8906411924960594,479,Average,0.0827488163960619,51-60,80K-100K,False,0.0027992703025728,0-20%,Very High,1
917,60,Female,81724,Self-Employed,Central,Checking,4,30794,244,3458,4456,Online,24,No,5100,582,9190,0.8003833570764982,649,Poor,0.6256962802217865,51-60,80K-100K,False,0.0079236214847048,61-80%,Very High,1
918,65,Male,139006,Self-Employed,Central,Savings,4,32630,53,3956,4352,Mobile,18,Yes,374,2071,75615,0.5532217566835713,583,Average,0.246101967778769,61-70,100K-150K,True,0.0016242721422004,21-40%,Medium,1
920,68,Female,25385,Retired,West,Checking,3,2106,331,2016,8686,Branch,9,No,18244,3491,61777,0.1475099065029359,680,Average,0.1708009100405895,61-70,20K-40K,True,0.1571699905033238,0-20%,Very Low,1
921,64,Female,115898,Unemployed,East,Savings,4,47884,418,146,3224,Branch,11,Yes,5379,2706,7286,0.7722673947287837,720,Poor,0.3582114987631017,61-70,100K-150K,False,0.008729429454515,21-40%,High,1
925,28,Female,102747,Retired,Central,Savings,3,41908,274,1181,1063,Branch,23,Yes,16816,4178,41681,0.9163164153979644,790,Average,0.4228058698479423,18-30,100K-150K,False,0.0065381311444115,41-60%,Very High,1
926,33,Male,100107,Self-Employed,Central,Checking,3,39787,278,4239,703,Mobile,6,No,16226,2057,25848,0.1948851773418658,818,Good,0.361067595519969,31-40,100K-150K,False,0.0069872068766179,21-40%,Very Low,1
927,25,Female,80062,Retired,North,Savings,4,22024,317,7250,832,Online,9,No,2733,4728,64071,0.4355320238810877,773,Good,0.191682865220546,18-30,80K-100K,True,0.0143933890301489,0-20%,Medium,1
931,42,Male,56153,Retired,South,Savings,4,33660,330,4955,5606,Branch,16,Yes,11072,3696,80076,0.4937763086588914,649,Average,0.3526287861240614,41-50,40K-60K,True,0.0098039215686274,21-40%,Medium,1
933,49,Female,87501,Self-Employed,East,Checking,4,29356,185,6130,9791,Branch,19,Yes,13170,4947,89225,0.9837002182843364,747,Good,0.6519821617328071,41-50,80K-100K,True,0.0063019484943452,61-80%,Very High,1
934,20,Female,52556,Self-Employed,North,Checking,3,48990,89,1625,1568,Online,16,Yes,467,3928,67385,0.651803661633084,759,Good,0.5468011768842187,18-30,40K-60K,True,0.0018166972851602,41-60%,High,1
935,44,Male,87963,Student,West,Checking,4,39700,250,6667,7689,Branch,4,Yes,18447,775,70180,0.50566699391235,526,Good,0.495028526071515,41-50,80K-100K,True,0.0062972292191435,41-60%,Medium,1
936,46,Male,121145,Student,North,Checking,4,12724,43,4695,2015,Online,5,Yes,13746,3922,73249,0.4385876392251708,823,Poor,0.7933881667950599,41-50,100K-150K,True,0.0033794404275385,61-80%,Medium,1
939,68,Female,26563,Self-Employed,Central,Checking,3,13669,118,4410,9657,Online,23,Yes,10127,1956,77787,0.2169317867814235,793,Average,0.0313609180285455,61-70,20K-40K,True,0.0086326724705538,0-20%,Low,1
940,36,Male,99923,Student,South,Checking,3,32935,472,9035,8564,Branch,10,No,19565,4288,96401,0.2587598556355722,811,Good,0.3778838012687332,31-40,80K-100K,True,0.0143312585395475,21-40%,Low,1
941,38,Male,25840,Student,Central,Savings,4,11878,271,2265,6574,Branch,19,Yes,18192,1165,15896,0.1085579409548921,366,Average,0.3115492690771495,31-40,20K-40K,False,0.022815288769153,21-40%,Very Low,1
943,35,Female,44194,Student,Central,Savings,4,38705,106,9946,908,Online,19,No,11821,4123,47161,0.9489518044001752,587,Good,0.7963845843973595,31-40,40K-60K,False,0.0027386642552641,61-80%,Very High,1
944,45,Female,85020,Professional,East,Savings,3,35644,491,5669,6737,Mobile,3,Yes,1689,2466,2299,0.2434162225098703,730,Good,0.3139829054826696,41-50,80K-100K,False,0.0137751094153293,21-40%,Low,1
947,38,Female,116460,Retired,West,Savings,3,25401,231,3569,1232,Mobile,19,Yes,6865,2569,71619,0.240951266743108,739,Poor,0.4866631746819772,31-40,100K-150K,True,0.0090941301523562,41-60%,Low,1
948,23,Female,43528,Self-Employed,South,Savings,4,34314,253,362,9043,Mobile,23,No,12467,4714,54013,0.5056534087300052,549,Good,0.2752549773841206,18-30,40K-60K,True,0.0073730838724718,21-40%,Medium,1
951,58,Female,20184,Professional,Central,Checking,4,3069,6,9308,6425,Branch,21,Yes,12714,1301,47038,0.2227286769393502,450,Good,0.7365784558464394,51-60,20K-40K,False,0.0019550342130987,61-80%,Low,1
953,43,Male,34319,Self-Employed,West,Savings,3,30519,40,7771,9099,Online,27,No,18963,3907,70858,0.9491542184388752,440,Good,0.4065167984335315,41-50,20K-40K,True,0.0013106589337789,41-60%,Very High,1
954,63,Female,140497,Student,East,Savings,4,49834,41,1659,2244,Online,25,Yes,15548,3740,78087,0.4091919970276273,344,Good,0.887898505441792,61-70,100K-150K,True,0.0008227314684753,81-100%,Medium,1
956,66,Female,76333,Student,South,Savings,4,24114,244,5786,4059,Branch,12,Yes,18602,2784,58681,0.3238259661572603,513,Good,0.8575576227846036,61-70,60K-80K,True,0.0101186033009869,81-100%,Low,1
958,43,Male,146966,Student,North,Checking,3,28282,435,4597,143,Mobile,2,No,14255,666,27936,0.5529408641283418,721,Average,0.3443077633692999,41-50,100K-150K,False,0.0153808075807934,21-40%,Medium,1
961,26,Male,76578,Self-Employed,West,Checking,4,28835,191,8681,7996,Online,9,No,307,4613,73657,0.3703097848958662,714,Poor,0.891685915404735,18-30,60K-80K,True,0.006623894572568,81-100%,Low,1
962,43,Male,78209,Self-Employed,West,Savings,3,9519,264,4368,9229,Online,16,Yes,2330,3826,14674,0.6249971906848738,500,Average,0.5961072783090661,41-50,60K-80K,False,0.0277340056728647,41-60%,High,1
963,64,Male,136775,Student,Central,Checking,4,43957,223,4148,2689,Mobile,4,Yes,18851,1679,45297,0.565577076962265,819,Good,0.6595183111567962,61-70,100K-150K,False,0.0050731396592124,61-80%,Medium,1
965,64,Female,126108,Student,North,Savings,3,39360,199,6387,4415,Branch,25,Yes,11497,4714,63824,0.1191740830876416,331,Good,0.4190181054049054,61-70,100K-150K,True,0.005055894308943,41-60%,Very Low,1
969,34,Female,117630,Retired,Central,Checking,4,16241,362,2814,2011,Online,7,No,17035,201,1327,0.3348910962214014,396,Good,0.5683843304011464,31-40,100K-150K,False,0.0222892679022227,41-60%,Low,1
970,43,Female,136744,Professional,Central,Checking,4,42503,424,6855,5665,Branch,15,No,19668,2065,35107,0.2796683717479686,692,Poor,0.9812743588943056,41-50,100K-150K,False,0.0099757664164882,81-100%,Low,1
971,53,Female,100221,Retired,North,Savings,4,20834,69,9734,5363,Mobile,25,No,10368,4949,66925,0.793896923791127,549,Poor,0.9671088902176284,51-60,100K-150K,True,0.0033118940193913,81-100%,High,1
972,18,Female,145011,Professional,West,Checking,3,21089,231,2739,4224,Mobile,29,No,6992,3972,73567,0.8723377365799362,428,Good,0.6042692270653018,,100K-150K,True,0.0109535776945326,61-80%,Very High,1
