CustomerID,Age,Gender,IncomeLevel,Occupation,GeographicLocation,AccountType,NumberOfAccounts,AverageBalance,TransactionVolume,DepositPatterns,SpendingPatterns,ChannelUsage,EngagementFrequency,ServiceUsage,RevenueContribution,CostToServe,LifetimeValue,ChurnRate,CreditScore,LoanRepaymentHistory,DebtToIncomeRatio
2996,38,Male,34242,Self-Employed,West,Savings,2,36884,374,2205,5616,Branch,12,Yes,19735,2554,33695,0.8935660950865454,785,Poor,0.06333285502495256
2997,52,Male,76317,Retired,West,Checking,2,18678,412,1470,8823,Online,28,Yes,1712,3252,33186,0.39730642066554755,640,Average,0.14530936659717086
2998,49,Male,59978,Retired,North,Checking,2,32214,219,628,5449,Online,15,No,3823,2057,32309,0.9036303008988441,751,Average,0.11654777632992996
2999,47,Female,36433,Retired,Central,Savings,2,37744,311,8923,1334,Online,24,Yes,12619,4962,8151,0.7749450936510295,784,Average,0.34567621233513135
3000,56,Male,53282,Student,South,Checking,1,48789,69,8826,8750,Online,24,Yes,5506,346,92871,0.7469170259921633,756,Poor,0.07182554693917531
3001,66,Male,96519,Unemployed,Central,Checking,4,23774,403,4677,6595,Branch,22,No,6787,4164,98174,0.7810890206192511,335,Good,0.3075912735037495
3002,29,Male,129274,Student,West,Savings,3,1173,372,2869,5900,Online,4,Yes,14488,1448,46454,0.7106775720154698,806,Good,0.08968096431095085
3003,58,Male,63578,Unemployed,West,Savings,1,13323,416,8504,973,Branch,19,No,7500,2237,61696,0.20327591339761675,428,Good,0.5306543766369813
3004,64,Male,128333,Unemployed,West,Savings,3,33553,256,2295,3218,Branch,25,Yes,3952,4712,69216,0.8383531472792922,631,Poor,0.9198568293018117
3005,35,Male,90207,Unemployed,West,Savings,1,24709,302,1219,1659,Branch,5,Yes,10112,2455,6657,0.37593710142725445,622,Poor,0.6651169880147538
3006,38,Male,44133,Self-Employed,West,Checking,2,5981,152,6503,8401,Branch,4,No,5953,1587,14451,0.26922101248016195,636,Average,0.08377034152039908
3007,30,Female,70317,Retired,Central,Savings,1,44040,232,4268,3123,Branch,29,No,15084,845,30375,0.8330810395933459,734,Poor,0.05203865515822448
3008,38,Female,147878,Student,West,Savings,1,4834,303,4526,4682,Mobile,9,No,7911,731,66584,0.6172415936170154,577,Good,0.7839019531842346
3009,25,Female,128745,Student,East,Savings,2,3429,212,4244,5948,Branch,23,No,17614,3720,47318,0.2530500545663117,740,Good,0.0744143277321313
3010,63,Male,149230,Self-Employed,East,Checking,4,15189,201,3393,5776,Branch,19,No,9906,4991,43727,0.8876946291784036,483,Good,0.9240954489569748
3011,57,Female,85950,Unemployed,North,Checking,2,25389,247,7632,5502,Online,6,Yes,16090,2765,83322,0.5388404137267302,704,Good,0.21741625736747106
3012,63,Male,79612,Retired,South,Savings,4,47762,195,893,7295,Online,8,Yes,5762,4614,72671,0.023920314023640477,363,Good,0.48720032221375953
3013,24,Male,84873,Professional,East,Savings,1,47758,175,4700,5139,Online,21,No,6305,939,95559,0.5268083963238971,824,Good,0.4526203824762671
3014,40,Male,133397,Professional,North,Savings,1,33380,246,2966,3686,Online,2,Yes,11135,1220,22961,0.9550726500992344,527,Good,0.7994370018851573
3015,61,Male,135792,Self-Employed,Central,Checking,3,11965,467,779,2959,Online,8,Yes,5513,3381,81574,0.1620042121707468,797,Average,0.35181969866851126
3016,49,Female,106778,Retired,South,Checking,3,8462,262,6280,6748,Online,11,No,7059,1928,15271,0.3009802948485004,697,Average,0.29631279369646546
3017,28,Male,82002,Professional,West,Checking,1,28605,476,1302,1377,Branch,2,Yes,19591,4280,19321,0.22848820641642242,699,Poor,0.5199403368127954
3018,39,Male,72508,Professional,West,Checking,3,48518,465,8348,5096,Branch,14,Yes,4781,90,18250,0.22031272802548318,442,Poor,0.4704033796378211
3019,39,Female,120720,Student,Central,Savings,4,34641,155,8012,4436,Online,17,No,1485,961,50073,0.07725903772585407,750,Poor,0.801693625182834
3020,60,Female,58379,Retired,South,Checking,2,20480,400,8627,9793,Mobile,5,Yes,2290,2790,76404,0.46643914027978095,655,Good,0.7956529556311616
3021,42,Female,144814,Professional,East,Savings,1,21008,434,683,3644,Mobile,5,No,17455,3979,77609,0.8184393210149982,774,Poor,0.5807349071749672
3022,39,Male,35231,Student,South,Savings,1,6553,386,4198,8717,Branch,1,No,19224,598,48011,0.24005968526830557,773,Poor,0.9806770199263117
3023,45,Female,107385,Retired,North,Savings,3,11298,421,3362,7836,Branch,6,No,14551,4423,36221,0.7111436337454784,798,Average,0.8379441877468881
3024,46,Male,61163,Unemployed,Central,Savings,1,13464,304,4402,2232,Mobile,7,No,13992,3933,4710,0.5730530929361968,697,Good,0.25869651923323034
3025,30,Male,141880,Retired,East,Checking,1,35333,241,5330,5127,Mobile,25,Yes,8607,2707,24891,0.21226779207885083,409,Good,0.059208354077369574
3026,35,Female,51676,Self-Employed,South,Savings,4,12715,157,7773,7179,Online,27,No,912,920,11374,0.5696408334829511,620,Average,0.6194826755914776
3027,19,Female,107592,Student,South,Checking,4,9500,295,2710,2168,Mobile,14,Yes,510,1631,97334,0.5225696206144782,773,Average,0.21381408279808467
3028,46,Female,126564,Unemployed,East,Checking,2,25729,423,9198,3864,Online,14,No,3400,331,25924,0.2258242596009722,536,Poor,0.6501954779300726
3029,38,Male,143395,Student,North,Checking,1,26542,69,3305,1809,Branch,16,Yes,693,1972,5847,0.016933694153299705,591,Poor,0.15938827854723614
3030,32,Male,105483,Student,North,Savings,3,49679,431,2101,1260,Branch,9,Yes,3192,3978,92271,0.4068910939554726,573,Good,0.8384010404289552
3031,69,Male,75535,Professional,South,Savings,2,31703,456,1404,122,Online,28,No,19356,1768,22910,0.3231662348511617,514,Poor,0.3098181005698615
3032,44,Male,130952,Retired,West,Savings,3,2163,254,5445,3333,Branch,18,No,19677,3680,77676,0.28282632334839786,627,Good,0.23920175585135484
3033,67,Male,111576,Student,East,Savings,1,16941,194,5757,4417,Branch,24,Yes,18462,4565,41710,0.6986459487722663,477,Average,0.33878682391058645
3034,48,Male,66110,Student,North,Savings,3,45679,163,8221,6986,Online,9,Yes,12298,2624,19297,0.709455518586911,392,Average,0.7435379751400103
3035,32,Female,66978,Self-Employed,North,Checking,3,30295,416,2739,7677,Mobile,4,No,4063,952,8012,0.9266964513214443,343,Poor,0.5997647308213306
3036,68,Male,144532,Self-Employed,North,Savings,2,34824,399,3192,2051,Branch,7,Yes,14508,720,50544,0.027443937883869007,639,Poor,0.06112736133353236
3037,40,Female,110818,Self-Employed,Central,Checking,1,43691,36,9876,7825,Mobile,5,Yes,17697,3295,22010,0.9103526353175359,508,Good,0.10923955631299875
3038,41,Female,111737,Student,West,Checking,2,12634,326,5559,7369,Mobile,17,Yes,9961,1088,56128,0.674261561139072,812,Good,0.8293488004097266
3039,61,Female,92369,Unemployed,North,Checking,1,24729,64,1695,7148,Branch,10,No,6135,3367,4264,0.6594938187685342,762,Poor,0.584359047907632
3040,30,Female,24752,Retired,West,Checking,4,16719,183,5069,7754,Mobile,24,Yes,16363,2247,29906,0.992056029333508,377,Good,0.2941825588532607
3041,39,Female,44507,Student,South,Savings,2,10861,240,9045,5526,Branch,2,No,2805,995,42795,0.07776747454650235,557,Poor,0.34217670892715046
3042,60,Male,105705,Professional,South,Savings,1,21460,191,8737,3228,Branch,3,No,14009,1253,99769,0.8032136795858011,563,Average,0.37549849618211106
3043,54,Male,144225,Unemployed,Central,Savings,4,4774,209,7798,2825,Online,21,Yes,1818,4073,14766,0.5933499008119167,807,Average,0.07550462073203879
3044,50,Male,143223,Unemployed,West,Checking,4,2459,405,4590,8103,Branch,7,No,14901,4084,68282,0.16171484748489073,437,Good,0.2755895760429258
3045,20,Male,130282,Retired,East,Checking,4,47978,119,3761,5359,Online,5,Yes,3448,2885,48283,0.7707988569645323,564,Poor,0.3000318733889761
3046,36,Female,61495,Unemployed,Central,Checking,2,41901,258,5575,5357,Online,10,Yes,13687,1668,38846,0.3586472726954594,562,Poor,0.9574509517065558
3047,40,Female,110466,Retired,North,Checking,4,1005,72,742,4516,Online,4,No,5412,3935,68611,0.2526812863612685,462,Poor,0.15776722260164422
3048,46,Female,80886,Unemployed,South,Checking,1,38554,227,4409,2415,Online,2,No,6401,3791,3012,0.5772932689158065,463,Poor,0.1813861179687739
3049,47,Male,90559,Retired,South,Checking,2,7938,426,4323,8727,Online,17,No,5369,2352,24851,0.4769905702671646,755,Average,0.8713621778502612
3050,56,Male,20982,Self-Employed,East,Savings,3,10833,324,8803,7009,Mobile,19,No,1432,4443,59138,0.15709138030507164,757,Good,0.9172773107835291
3051,61,Male,99841,Self-Employed,Central,Checking,4,9168,391,1742,1174,Online,22,No,18519,1809,85335,0.7310583329142746,557,Poor,0.7439443144472822
3052,64,Male,149128,Unemployed,West,Savings,2,9109,495,1168,1081,Online,9,Yes,19136,4186,52757,0.3119120280047527,322,Average,0.1340928664225337
3053,42,Female,36146,Unemployed,South,Savings,3,4829,314,4581,5824,Mobile,29,No,1973,4248,70021,0.4920101002195828,639,Poor,0.4509076916997209
3054,54,Female,136033,Retired,North,Savings,2,15148,336,4040,9023,Online,25,No,19372,4681,93204,0.28876185219355155,770,Good,0.5599159797869884
3055,64,Male,74843,Retired,East,Checking,4,39288,176,5402,1461,Mobile,21,No,15331,662,24036,0.4402772721590983,513,Good,0.5493858394667335
3056,25,Male,140690,Student,East,Savings,4,24254,214,6006,844,Mobile,19,No,6565,349,44833,0.2496377149606842,669,Poor,0.7337128156122975
3057,59,Female,96737,Self-Employed,East,Savings,3,22264,131,9723,6267,Online,29,Yes,6275,1218,9757,0.4808273874002116,581,Good,0.5079024645430279
3058,33,Female,102446,Student,North,Checking,1,10077,162,2664,3453,Branch,3,Yes,3090,1274,70399,0.1606637142249696,651,Poor,0.6613088000645027
3059,25,Female,108567,Student,East,Savings,4,35838,370,2054,5070,Branch,7,Yes,4610,2181,88519,0.28277610452765334,578,Poor,0.977639930084998
3060,18,Female,43636,Professional,West,Savings,3,40718,463,3190,4915,Online,12,Yes,9048,1631,86066,0.21324557539897637,793,Average,0.2425584808704453
3061,61,Male,102850,Retired,West,Checking,4,33928,92,9346,6501,Branch,23,No,19208,3682,67973,0.36087792759660287,585,Good,0.3234812844811217
3062,22,Female,47332,Professional,Central,Checking,1,43177,473,1614,9745,Online,12,No,11673,4446,6754,0.830229715995451,618,Good,0.21458729733542803
3063,20,Female,71434,Professional,Central,Checking,3,37946,373,7117,5712,Online,19,No,16227,3030,25298,0.49538274778851077,510,Poor,0.2566852131456385
3064,18,Female,103866,Student,West,Savings,1,17551,58,1972,4463,Mobile,26,No,18986,3367,3488,0.42399408397918414,725,Good,0.18384642440889254
3065,21,Female,81271,Professional,North,Savings,4,37680,52,8710,4912,Online,7,No,16256,3660,52380,0.5723874072298712,421,Average,0.22761257886903807
3066,57,Male,82726,Retired,Central,Checking,3,20086,295,5592,546,Online,8,No,14341,2383,79461,0.7846021995542203,673,Poor,0.8390185365742832
3067,52,Male,100901,Student,East,Savings,2,5439,328,2784,2822,Branch,3,Yes,9849,2506,65965,0.29699179432132583,797,Average,0.29571083191961245
3068,49,Male,129037,Retired,West,Checking,1,21491,30,7115,8531,Mobile,5,No,15913,2585,98624,0.8069238182503371,395,Poor,0.9327969951816406
3069,59,Male,30108,Unemployed,South,Checking,4,20989,332,5372,216,Mobile,28,Yes,14489,2189,40123,0.24959229244678494,428,Good,0.8635755110139705
3070,51,Male,88896,Professional,North,Checking,4,10745,92,2873,2413,Branch,28,Yes,8540,3625,23665,0.847938132634452,611,Average,0.11449962146262915
3071,60,Male,62553,Student,North,Savings,1,38437,111,5872,7573,Online,27,Yes,19133,96,70741,0.8335294227305146,566,Poor,0.701367885587292
3072,42,Female,60880,Self-Employed,West,Savings,3,24118,241,1421,7686,Mobile,26,Yes,17964,2904,51560,0.5908647593192177,324,Good,0.3143031021546291
3073,27,Female,134320,Retired,South,Savings,2,19921,316,3314,2128,Mobile,27,Yes,7828,2693,59667,0.35663884451703864,726,Good,0.34171837406760597
3074,38,Female,72077,Professional,North,Checking,4,14478,208,8560,4851,Branch,29,Yes,727,4776,24610,0.4142570214329391,679,Average,0.48819220472238367
3075,63,Female,23625,Retired,Central,Checking,1,33712,73,2478,2139,Mobile,13,No,4931,4610,85811,0.8130250660622238,536,Poor,0.1360586594012939
3076,56,Male,58237,Retired,South,Savings,1,36477,84,5391,3744,Online,24,No,19269,2763,20131,0.08236766222956204,709,Good,0.9288027986169496
3077,44,Female,21223,Unemployed,East,Savings,2,20341,452,9777,686,Branch,23,No,4763,870,73575,0.7867965565765281,819,Good,0.9641239264015499
3078,44,Male,79303,Retired,Central,Savings,2,15046,356,7191,7284,Online,1,Yes,13635,1512,23159,0.13327584865183206,788,Good,0.14357842818576205
3079,19,Female,85197,Unemployed,South,Checking,4,3664,161,4486,6255,Mobile,18,Yes,6022,4030,75574,0.8155102648859629,413,Poor,0.20481155774178705
3080,58,Female,125414,Unemployed,West,Checking,2,35557,130,9106,7126,Branch,28,Yes,11253,1064,28837,0.9013489965889437,751,Poor,0.021075687700527035
3081,65,Female,94693,Unemployed,North,Savings,1,49110,485,4430,2732,Online,22,Yes,16220,3141,32193,0.5134522384055443,486,Average,0.2515649229075413
3082,30,Male,131555,Professional,Central,Savings,3,4234,365,4282,2230,Mobile,15,No,6664,4234,38047,0.7528922552962531,537,Average,0.6776074740928145
3083,26,Female,57760,Retired,West,Savings,3,48905,466,5552,7926,Online,13,No,15611,134,1970,0.20244515388468698,478,Poor,0.5926180689611872
3084,69,Male,99182,Retired,South,Savings,1,47274,319,809,4578,Online,8,Yes,17787,661,37482,0.7716897620577378,313,Poor,0.607631572933063
3085,53,Male,130174,Unemployed,East,Checking,1,19561,29,832,7854,Branch,5,No,12929,1065,10601,0.7028747849390156,435,Poor,0.19871601857431953
3086,39,Female,147192,Retired,North,Savings,1,11348,460,1924,1083,Online,7,No,12542,443,21651,0.11474700376222147,770,Poor,0.41154766904670204
3087,59,Male,77966,Retired,North,Savings,4,44513,31,7269,612,Mobile,26,Yes,2817,3344,25188,0.5040389940867369,597,Good,0.8129874952384735
3088,43,Male,49024,Unemployed,Central,Checking,1,34196,359,4612,9880,Mobile,15,Yes,12263,2172,91706,0.7661372613804539,670,Average,0.26287893301486864
3089,29,Female,90323,Self-Employed,West,Checking,2,29915,26,3742,4686,Mobile,7,Yes,13520,4033,69447,0.09252296557413642,557,Good,0.5926322547698237
3090,34,Female,43202,Self-Employed,South,Savings,1,44445,459,5982,7726,Mobile,3,No,6694,3606,86078,0.6588523291371923,731,Good,0.26243476283410505
3091,31,Female,139414,Unemployed,South,Checking,1,13594,232,3196,3179,Online,17,No,12382,3524,62355,0.8012388259308342,492,Poor,0.48369724040808537
3092,31,Female,71524,Professional,West,Savings,4,31504,307,3414,2292,Mobile,22,Yes,12521,1949,24063,0.34834446926046136,436,Average,0.7717776093313609
3093,51,Female,63908,Retired,North,Savings,1,1900,208,7694,1833,Branch,21,No,11818,4249,34804,0.3818650322389031,347,Good,0.4195311040329083
3094,37,Female,56067,Retired,West,Savings,2,41190,382,8743,5982,Online,9,No,11621,4696,47080,0.27446170539667203,498,Poor,0.768254628397097
3095,28,Male,29360,Self-Employed,South,Checking,2,45358,315,1201,7402,Branch,28,No,4652,3470,92174,0.1869782147825474,349,Good,0.27676110200928605
3096,33,Female,118228,Unemployed,West,Savings,2,34516,269,2868,7074,Mobile,1,No,7462,865,38252,0.9578532653383585,494,Poor,0.4307873915656194
3097,68,Female,124755,Professional,North,Savings,1,5289,58,2252,1544,Branch,15,Yes,11091,524,33756,0.7035700933453037,667,Good,0.2958389101652289
3098,48,Male,32941,Unemployed,Central,Checking,4,41299,374,2541,2215,Mobile,21,Yes,15602,909,15442,0.05270603716451827,783,Poor,0.9891827356734094
3099,23,Female,35993,Self-Employed,North,Checking,4,47948,324,1238,9569,Online,3,Yes,18566,2526,72820,0.9276702981629346,747,Average,0.8360714792099883
3100,36,Male,34620,Self-Employed,East,Checking,4,31841,378,9977,2922,Branch,6,Yes,4408,1105,9164,0.11550558630020258,773,Poor,0.24601980226528153
3101,54,Female,143271,Retired,East,Savings,2,11603,369,8889,1479,Online,5,No,15220,2179,77551,0.9240592212458475,318,Poor,0.18509013434581023
3102,21,Female,40193,Student,West,Savings,4,34795,103,4243,1862,Mobile,4,Yes,11177,4299,62618,0.45178095495659576,781,Average,0.623018492859875
3103,64,Male,71559,Professional,North,Savings,1,13436,427,5794,4977,Online,24,Yes,5362,4737,58264,0.4856768734806971,683,Average,0.19957257258831362
3104,21,Female,41248,Professional,North,Savings,1,45092,87,9082,8541,Branch,25,Yes,18031,3601,38551,0.540058088834675,711,Average,0.15325774830450722
3105,37,Male,65852,Student,South,Savings,3,34908,224,2373,9176,Branch,11,No,19204,4572,11023,0.09374195811248998,707,Poor,0.0647868140672272
3106,27,Female,25027,Self-Employed,Central,Checking,2,49811,481,3251,4012,Branch,11,No,7977,869,98821,0.6648608783556414,619,Good,0.3389851672485935
3107,41,Female,83410,Unemployed,North,Checking,3,48949,12,9215,5486,Mobile,14,No,2820,2413,84627,0.6541623566707517,476,Average,0.2834982135780548
3108,52,Male,24260,Professional,West,Savings,3,42197,367,9521,4579,Branch,25,Yes,14299,1157,33731,0.5777609092160602,614,Poor,0.15570124098138372
3109,43,Female,57596,Student,South,Savings,2,30833,415,4823,9580,Branch,17,Yes,4208,4491,29124,0.8877830109649195,791,Poor,0.7846358913746243
3110,54,Female,127076,Retired,South,Savings,2,22209,457,9292,636,Branch,25,No,6964,3105,34844,0.4784319839964043,371,Average,0.04239477780784895
3111,55,Male,29012,Retired,West,Savings,3,5553,116,7666,1739,Online,20,Yes,11717,2653,88715,0.7105390429704309,840,Poor,0.9128018199040127
3112,38,Female,45823,Self-Employed,West,Savings,1,44492,481,9532,2171,Mobile,27,No,7579,3616,86075,0.3392848713954105,511,Poor,0.7040926467450238
3113,57,Male,93851,Professional,North,Savings,3,31714,487,8747,3755,Mobile,29,No,13106,1396,19500,0.9246346102778453,557,Good,0.36278226549868586
3114,56,Female,67027,Unemployed,North,Savings,2,16441,257,4194,3298,Mobile,20,No,13840,4953,53166,0.9321119875688616,615,Average,0.7611823379767965
3115,38,Male,98167,Professional,South,Savings,1,24376,421,1866,5393,Mobile,9,Yes,1079,709,22669,0.48209388970964007,578,Average,0.39202307285815785
3116,27,Female,103794,Retired,South,Checking,3,30385,228,9814,2165,Branch,1,Yes,19197,2506,33902,0.7359548564523708,607,Poor,0.8563168713382114
3117,55,Male,45099,Professional,Central,Checking,3,35378,217,8206,5670,Mobile,14,No,8951,1295,15410,0.23322178298015617,589,Good,0.263512980477525
3118,63,Male,121427,Retired,South,Savings,3,28694,142,9622,5842,Mobile,5,Yes,3195,4383,19170,0.6435047437150136,459,Good,0.3518695433377529
3119,21,Female,56992,Student,West,Savings,2,38207,366,2909,573,Branch,24,Yes,2207,2936,9394,0.08506634067864682,838,Average,0.5477261847864869
3120,62,Female,139942,Student,West,Savings,3,14650,148,9412,5726,Branch,21,Yes,7051,4709,6843,0.8625841724367797,764,Poor,0.8889956536005146
3121,37,Male,116912,Retired,Central,Checking,2,5758,15,8943,4105,Branch,8,Yes,13939,2914,5384,0.721576127368971,536,Good,0.7165248475185659
3122,34,Female,137886,Unemployed,East,Checking,1,28770,23,5312,2143,Branch,5,No,4390,328,70938,0.9549036537891475,680,Average,0.7607635161588993
3123,24,Male,30977,Unemployed,East,Savings,4,16307,452,4847,8018,Online,2,No,14729,3569,90481,0.778219351263797,673,Good,0.19207809594745928
3124,21,Female,76234,Professional,West,Savings,1,34013,56,9344,6993,Mobile,28,Yes,19876,1412,98189,0.1830142043931663,809,Good,0.3820603861587444
3125,46,Female,112230,Retired,East,Savings,3,10469,209,9164,6030,Branch,2,No,7535,272,89999,0.46748171126553506,756,Poor,0.7410017391772936
3126,31,Male,67376,Self-Employed,East,Savings,2,15901,147,9376,4419,Mobile,24,No,10550,2657,78314,0.5424188224361783,583,Good,0.981244484961724
3127,20,Male,53978,Unemployed,Central,Savings,3,7842,46,6903,6443,Online,13,No,11605,2227,21631,0.8284679028457671,458,Average,0.3844940282830567
3128,41,Female,29218,Unemployed,South,Checking,1,8058,360,4165,232,Branch,19,No,7464,3315,88169,0.5503963883601557,669,Average,0.9446513360619369
3129,54,Female,41788,Student,South,Savings,4,11520,100,6033,2995,Online,28,Yes,19598,1276,84990,0.4766939849942672,654,Poor,0.5372351502891793
3130,33,Female,40501,Unemployed,East,Savings,4,31786,343,2906,330,Mobile,18,No,11786,756,94746,0.7130000474932058,457,Poor,0.7525923470446334
3131,69,Female,97989,Unemployed,North,Checking,2,49780,339,9985,804,Online,15,No,10797,1027,93986,0.6421702083111998,844,Poor,0.050774757049316
3132,21,Female,123733,Unemployed,Central,Savings,1,2556,170,5398,9192,Mobile,14,No,2285,2601,25617,0.7487782335321823,545,Poor,0.01375655311083357
3133,41,Male,35210,Retired,East,Checking,1,35990,388,1572,9638,Mobile,1,No,11655,4079,50433,0.4751265778447561,729,Good,0.9473625137396928
3134,51,Female,148476,Retired,North,Checking,2,30886,90,3839,9284,Mobile,20,No,11733,2704,75065,0.7235038446705793,427,Poor,0.10767507857516834
3135,47,Female,94225,Student,North,Checking,2,9496,309,3478,9750,Mobile,11,No,10566,257,19559,0.9711056564390688,421,Good,0.8313403124175974
3136,35,Male,65489,Professional,Central,Savings,2,44882,337,5215,8974,Mobile,19,Yes,19900,2718,1815,0.1816118266894321,409,Good,0.16863943585512708
3137,36,Male,112917,Unemployed,South,Checking,3,26368,88,9579,9822,Branch,29,No,5908,1356,32816,0.052307072339830785,380,Poor,0.6310801552162479
3138,48,Male,83721,Professional,West,Checking,3,27613,309,9866,2950,Branch,29,Yes,5142,2037,23624,0.5707285303000422,844,Poor,0.5111203349313845
3139,36,Female,115044,Retired,North,Checking,2,36734,339,9503,924,Online,8,No,3101,4967,3442,0.15845024443573297,465,Poor,0.1230340780946495
3140,66,Male,62653,Unemployed,West,Savings,2,15084,203,1718,1944,Online,1,No,2882,4082,26065,0.16505484295447093,361,Poor,0.21749576597091536
3141,63,Male,106678,Professional,West,Checking,4,11908,443,8947,2945,Branch,11,Yes,3550,2655,39056,0.672135593524683,744,Good,0.6336066107495962
3142,36,Male,60950,Professional,Central,Checking,4,28396,154,494,4574,Mobile,21,No,4406,3261,64549,0.42196410872468604,651,Average,0.8772210248747241
3143,39,Male,28916,Self-Employed,South,Savings,3,46606,431,571,863,Mobile,10,No,14186,488,17471,0.03253466938622218,378,Good,0.1737357377710289
3144,41,Female,85911,Retired,Central,Savings,4,45002,54,7279,2868,Branch,6,No,3644,2207,54655,0.5616241596405149,324,Average,0.5270514742380437
3145,62,Female,51449,Student,North,Checking,2,5002,344,3463,6448,Mobile,13,Yes,6394,4843,75783,0.24438779936990473,642,Average,0.994345135122055
3146,29,Female,109333,Student,South,Checking,1,2360,128,4252,4553,Online,1,Yes,15408,3612,61505,0.4337835041424054,781,Average,0.45603977760258574
3147,47,Male,40782,Self-Employed,East,Checking,2,10245,23,8755,2396,Mobile,9,Yes,10202,351,78728,0.03902767451846301,801,Poor,0.1529809578015363
3148,55,Male,112564,Professional,South,Savings,4,5353,351,9253,5100,Mobile,18,Yes,8098,1412,56297,0.06351462354788262,818,Average,0.911407273774231
3149,48,Male,40243,Self-Employed,Central,Savings,3,18166,76,701,1272,Online,20,No,1677,3966,76969,0.191547951841191,746,Average,0.892233192782997
3150,53,Male,136374,Self-Employed,Central,Savings,2,36378,150,4711,6856,Online,23,No,11323,2591,62716,0.7182976008726182,323,Average,0.034897143959246146
3151,36,Male,49379,Retired,West,Savings,2,11006,270,2880,3090,Branch,11,Yes,4752,122,30014,0.7899833213391931,578,Average,0.3914700555570929
3152,65,Male,57780,Unemployed,East,Savings,4,1233,54,6899,6754,Mobile,25,Yes,4462,583,31819,0.3437610104993305,722,Average,0.9632215611825111
3153,62,Female,50740,Professional,South,Checking,1,27649,53,121,9069,Online,16,No,11159,2086,69416,0.12558238511253061,525,Good,0.47006294665246384
3154,53,Female,134944,Student,East,Checking,2,11623,429,7374,8065,Online,3,Yes,5023,3018,42247,0.9364056309684096,440,Good,0.6134183296861783
3155,47,Male,147374,Student,West,Savings,3,16895,103,2573,9025,Online,10,Yes,2963,4538,56196,0.7871879879352591,331,Average,0.22882187813695853
3156,66,Female,39984,Self-Employed,East,Checking,3,21872,403,7506,6078,Online,2,Yes,17491,2160,82476,0.16489746696046392,502,Poor,0.6984756170420701
3157,50,Male,20050,Self-Employed,East,Savings,1,34606,380,8330,5990,Online,28,Yes,14108,3562,91019,0.22694109932791662,795,Poor,0.5642073904199623
3158,35,Male,26590,Self-Employed,South,Checking,4,3784,27,3928,3782,Online,8,No,12785,3384,28157,0.03647163643253459,587,Average,0.5738713712106562
3159,69,Female,60205,Professional,East,Checking,1,22978,80,7929,6807,Branch,25,No,5418,2818,21548,0.9008821367302119,765,Good,0.5965611161284775
3160,66,Male,35162,Self-Employed,West,Savings,3,2351,117,8321,9695,Mobile,18,Yes,1881,1402,70372,0.933284729883666,382,Average,0.011679636743717747
3161,45,Female,69746,Self-Employed,North,Savings,2,1205,287,7681,7477,Mobile,29,No,6915,649,57052,0.08289060071566745,401,Poor,0.06896105869861024
3162,64,Male,33105,Unemployed,North,Checking,3,17568,10,2308,8123,Mobile,27,No,4891,3396,79914,0.14689683327750014,598,Poor,0.8451946200275106
3163,28,Male,57499,Professional,Central,Checking,1,24129,284,715,8756,Mobile,3,Yes,10084,3441,93439,0.2053078750991375,628,Poor,0.6173918572085928
3164,62,Female,56641,Retired,North,Checking,3,7902,90,5889,9053,Mobile,6,No,2208,1312,71136,0.18091837143957068,602,Poor,0.8009775707901846
3165,50,Male,31628,Retired,South,Checking,4,39270,397,6141,4852,Mobile,13,Yes,569,745,70600,0.9405695731394176,422,Average,0.6084360747735331
3166,34,Male,62032,Unemployed,Central,Savings,1,44752,462,2281,7575,Mobile,19,Yes,3396,899,11587,0.2613201482426105,634,Good,0.11510004178938515
3167,23,Male,85029,Student,North,Checking,3,13686,450,2713,1812,Branch,14,No,16275,707,96183,0.3748589882197866,460,Good,0.6103026007847597
3168,21,Female,58516,Retired,North,Savings,2,49010,327,4123,7094,Online,22,Yes,13551,3516,56562,0.06870368754514211,588,Average,0.21261528788635997
3169,37,Male,107157,Professional,Central,Checking,2,3729,74,9958,2218,Online,13,Yes,15232,3364,95898,0.628451833426803,807,Poor,0.6224108767878355
3170,65,Male,21476,Student,South,Savings,1,17697,478,8092,2015,Online,15,Yes,6521,1430,27578,0.2660065452601432,610,Average,0.6494293819467861
3171,64,Male,139558,Self-Employed,Central,Savings,2,42187,497,179,1413,Branch,22,Yes,11487,3057,73293,0.2452013836612248,710,Poor,0.5251828726560719
3172,44,Female,60800,Professional,South,Savings,1,40569,338,7230,9985,Online,19,Yes,6230,2803,54820,0.9771236655614262,643,Average,0.03108401783542558
3173,32,Female,55788,Student,South,Checking,2,47225,488,5339,2765,Branch,18,No,1730,3148,99897,0.03857949093995727,756,Good,0.10846091320110351
3174,23,Female,140754,Retired,West,Checking,3,20477,302,1257,9826,Branch,12,Yes,14172,3851,47089,0.18710472617934015,386,Average,0.5607262641619086
3175,64,Female,109973,Self-Employed,North,Savings,2,16960,320,546,640,Branch,8,Yes,5943,4624,69342,0.5131947415609749,691,Average,0.1614019478038501
3176,31,Female,46240,Self-Employed,North,Checking,3,45917,343,9343,3347,Branch,14,Yes,9220,3221,62899,0.5622602609040156,747,Average,0.10534103630884073
3177,28,Male,130988,Professional,East,Savings,1,21479,180,5520,491,Online,23,Yes,4424,3572,91352,0.7130508890881275,829,Average,0.13578668662758275
